utterance,intent
"I try to not get political here, but...

I'm going the hell off now.

If you think being told ""hey get a vaccine or get a test"" is a problem, get COVID and die.

I'm done playing nice anymore with you uneducated morons. 

My freedom to live my life is impacted by your ""freedumz""",not sarcastic
omg my ankle popped for the first time since i fell. it's a miracle 😩,not sarcastic
@ChasetownFC1954 Evesham and Bedworth were presumably ticket priority games for Cup matches. I remember leaving the one in December after half an hour because I had to be somewhere else,not sarcastic
How is my highest grade in A&amp;P,not sarcastic
Keep Watching the Skies! UK will be able to see the Space Station and SpaceX rocket this evening 9.30-9.50! Perfect half term timing. https://t.co/vR3MJfHcFA,not sarcastic
#PostAnUnpopularFoodOpinion salad cream on toast mmmmmmmm,not sarcastic
"2 things I love:
1. Being woken up by construction work an hour before my alarm.
2. Sarcasm.",sarcastic
HARRY WON A GRAMMY,not sarcastic
The Wanted Making a comeback has officially made this the best day ever,not sarcastic
Using my recently acquired video editing skills on myself for a change. An oral #presentation assignment on #healtheconomics is as much fun as it sounds 🗣🎥 https://t.co/1LKHVyupie,sarcastic
Happy birthday to me!! I’m 30! 😭,sarcastic
First day of school and spectrum internet has already shit itself. Amazing,sarcastic
"@tineyaaa You’re right, I should be grateful for you at least",not sarcastic
shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,sarcastic
I’ve decided that I’m ready for the Schrute Farms offshoot show now.,not sarcastic
I do embroidery on tote bags and jumpers over on my depop for cheap prices please go check it out would mean the world to me! 🧡#depop #embroidery #totebags @depop @bethanyj_ on depop 🦋 https://t.co/vmxbMXQs4a,not sarcastic
started taking my medicine again let’s see if i stick to it this time ‼️,not sarcastic
u know those days where you just need to stare at a wall for 45 mins,not sarcastic
"Ipswich Town 2020/21 Home Shirt 🔵⚪

UEFA Cup 40 Year anniversary.

#ITFC https://t.co/N95ktMkKBJ",not sarcastic
"It's hard not being able to have children and seeing everyone around you have opposite moments. But with that being said, props to all you good moms putting in work and doing the right thing. If my mom hadn't put in the work I would be in a whole different place. Cheers, mamas 💎",not sarcastic
HELMET CAM 😍😍😍😍#BelgianGP #SkyF1,not sarcastic
"I hurt my foot like 3 days ago,  I have no idea how, but it hurts to put pressure on it. Love that for me",sarcastic
"a female peacock isn’t even called a peacock, it’s a peahen. i shit you not.",not sarcastic
"They say that dreams mean things, but last night I dreamt I was singing Breaking Free from High School Musical with @Skepta, so what does that mean? 😂",not sarcastic
"""Alexa add small bananas to the shopping list."" I've added smooth armours to your shopping list."" Gee thanks Alexa! #alexa",sarcastic
Boys with mullets deserve everything and more,not sarcastic
"@AnthonyOgogo @RoyalAirForce Thank you for spending time with the kids today, my little boy was very excited to tell me that he'd met you and had drawn a special picture of you.",not sarcastic
The fact that I went to high school with someone who was in that group and was an ab*ser. Like all a group of sickos tbh https://t.co/VNSvQBx3xC,not sarcastic
I miss y'all so much already 😭😭 i got nothing to do but swipe on bumble and try to get the dogs attention,not sarcastic
Nightmares are so horrible and weird.. my is my brain subconsciously thinking about horrible things like what?,not sarcastic
Just ate a toasted PB &amp; honey sandwich for lunch. IT WAS ABSOLUTE BLISS. What are you having for lunch today?,not sarcastic
"At every job I’ve ever worked, my supervisor gets frustrated that I don’t retain information immediately or that I need things to be repeated multiple times. And not only is it really disheartening to be treated like I’m not trying or that I’m stupid, it has crushed my confidence",not sarcastic
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,sarcastic
It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,sarcastic
"Wow did you see that ! Nice triple overtake from Norris !, #ImaginaryGrandPrix",not sarcastic
"Fascinating article about the Vatican’s finances in these challenging days #catholic #finance #catholicism

https://t.co/Nw5X5tGpcv",not sarcastic
Someone in Walmart asked my mom if I was a boy or a girl (in front of my FaCe) so that’s how I’ve been,not sarcastic
"If you don't eat meat, or just fancy a meatless meal, I'd recommend this, it's delicious. I made it last night and as there are two of us and lots of pie we're having it again tonight. # vegetarian https://t.co/LfUE5kx8CR",not sarcastic
Kepa had a great game,sarcastic
"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me",sarcastic
OT OT,not sarcastic
"Wish I was the bitch that Elijah hewson fucking hated, sad :(",sarcastic
it’s too early to be this annoyed,not sarcastic
"Drop in Center to let people get the 1st or 2nd Vaccine open today . I went thinking I was able to get my 2nd one .
Wait in the que 30 mins .sits down arm ready to get ! 
Sorry your 12hrs to early !!! 
We cannot vacinate you till 56 days !!! @NicolaSturgeon #Seriously",sarcastic
@HamleysOfficial what time do you close today at your Regent Street store? Thank you,not sarcastic
"everyone gets all hyped about ancient debris, but where's my modern debris?",not sarcastic
tell me why i thought north korea was actually bombing us when the tornado warning alarm came on,not sarcastic
for the love of god someone please teach timothee chalamet how to enunciate,not sarcastic
"If I was a wealthy Boomer and I saw a bunch of angry Millennials coming for my money, I'd be nervous. We already killed Applebee's, we will kill again #EatTheRich",not sarcastic
They really said you can’t have nice weather AND no lockdown for your bday this year huh,sarcastic
It would be nice if my body would let me sleep...,sarcastic
why is getting an eye exam so HUMILIATING,not sarcastic
tbh do I even have to come out as gay I feel like my whole existence just speaks for itself,not sarcastic
First proper Coffee in 4 months.,not sarcastic
my washer and dryer be hitting the VOCALS for no absolute reason,not sarcastic
"@Corvus_Black031 @BellularGaming He's right, not enough to warrant resubbing and at this point people are already talking about the next expansion because they're completely over this one.",not sarcastic
Bruh on god I don’t be aiming anything directly towards anyone if I do I’m say it to your face. Idgaf about myself tf makes anyone think igaf about them and they feelings if I don’t like them 🥴,not sarcastic
how close i am to losing it. https://t.co/iQ5onEyYhb,not sarcastic
when i try to bond with my friends' boyfriends i feel like jane goodall,not sarcastic
"Listen, I get that it’s #BettyWhite’s birthday today, and good for her, but it’s also #JamesEarlJones’s birthday, and I feel like that needs more attention. The man is a legend!",not sarcastic
Delaying June 21st is entirely Boris Johnson’s fault for not responding to the Indian variant quickly and keeping the boarders open and we mustn’t forget that. This was entirely preventable.,not sarcastic
City BBQ has the best chicken sandwich. Change my mind.,not sarcastic
The Suicide Squad felt like a remake of the Watchmen movie where they actually kept the giant squid.,not sarcastic
the worst thing about coffee is that it looks so nice and then you drink it and it just isnt,not sarcastic
@CarlJamesFowler All time favourite.,not sarcastic
"just took my little sister’s fake prom pictures at the same place i took mine while one of her friends wore my old dress i am feeling very sentimental:,)",not sarcastic
this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s,sarcastic
Anyone else remember Twix Tops and M&amp;M's Biscuits or is that just me??,not sarcastic
I haven’t read enough Twitter today to find a reason to be cross that Kate went to the bandstand tribute so I’m going to remain just really moved and glad she did.,not sarcastic
"Finally got new contacts which means I finally plucked my eyebrows for the first time since Laila was born (or, lets be honest, well before she was born).",not sarcastic
God never fails and he certainly never forgets about us. So trust in Him in all that you do!,not sarcastic
If anyone wants to know how my nights going I tried making a private story on Snapchat and instead made a group chat... I hate my life,sarcastic
Tim for prime minister #TheCircle,not sarcastic
I'm A VeGeTaRiAN BuT I eAt FiSh 🙃🙃🙃,sarcastic
i love shoegaze sm,not sarcastic
who thinks me and sam should start a band called 'teeth at midnight' 🦷🌙,sarcastic
the absolute worst part of my job is the fact that i have to call people on the phone :|,not sarcastic
"@Itsaspacesuit @NickHintonn I’m right there with you, I always compliment people and it’s interesting the different ways it’s interpreted.",not sarcastic
Accidentally ordered a chicken sandwich from McD’s without the bun… they had to put fried chicken with two pickles on top in a box. I hope I made them laugh,not sarcastic
why is butter so extraordinary,not sarcastic
wearing all manners of rings and chains bc i always have to be the sexiest person in the home depot,not sarcastic
my mom: oh i was friends with justin briner’s mom in high school and i kissed his gay dad,not sarcastic
People who drive under the speed limit. Death Penalty.,not sarcastic
Just saw a cop riding a segway?!! So glad my taxes paid for that.,sarcastic
Today my pop-pop told me I was not “forced” to go to college 🙃 okay sure sureeee,sarcastic
"Life is so beautiful when you stop taking it so seriously. 

Like chill dude. You’re doing just fine.",not sarcastic
me with an 8am chem lab on friday😭😭 https://t.co/lBF3pfsqJ2,not sarcastic
it's funny my mom thinks i possess no remorse when i feel remorse everyday for existing 😎,sarcastic
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,sarcastic
I work in DC. I live 15 minutes from the Capitol Building. I walk my dog down the National Mall at least once a week. I left work early today from the riots. This is horrific. This is scary. This is terrorism. #DCProtests,not sarcastic
My new apartment in the city is across the street from an old cemetery. How Phoebe Bridgers of me,not sarcastic
Only yelled at one person while biking home this evening. Improvement!,sarcastic
dont u just love when u get ready for a cancelled date two hours early . . . yeah i wasnt excited or anything,sarcastic
Would anyone like to give me some money? #FinDom,sarcastic
I just got my first spam call about my vehicle’s extended warranty!!! I’m living in a meme,not sarcastic
"Tonight @ dinner I sat by &amp; chatted w/ the former chancellor of Ole Miss, a former Miss MS, &amp; the owner of the Miss America pageant

Casual.",sarcastic
YOU HAVE TO understand that people fight INVISIBLE battles. don’t invalidate anyone’s feelings.,not sarcastic
Just back from seeing Bridesmaids. Surprisingly the movie was really good.,not sarcastic
Please showcase Hanahs story. The dog who was ripped form her mothers arms in the Joplin tornado. Let's bring her HOME!@TheEllenShow,not sarcastic
I forgot how much the notebook makes me cry everytime. Now I’m sitting here on a Friday night with puffy red eyes and im super emotional,not sarcastic
My heart actually hurts that I am a senior and not a freshman this year,not sarcastic
omg there’s a sheet of ice in front of my school. should I slip and fall?,sarcastic
Wow... the universe gave me the task of a potty training a whole human? the audacity.,sarcastic
And we still wonder why girls are having issues with their body when you have places selling LARGE and saying it is for sizes 10-12 🙃 stop the bus I want off https://t.co/YmRX3ESatk,not sarcastic
"I know it’s still summer, but being curled up on my couch with a pumpkin spice latte on a rainy Sunday has me feeling some type of way",not sarcastic
"“Oven ready, shove it in the microwave” and this man is our PM✌🏼",not sarcastic
chris evans will simple just blink and i will scream THAT WAS EVERYTHING KING UR SO CUTE,not sarcastic
"It's been so lovely to see the world in blue and green and gold again this afternoon after a week or more of endless grey. Sunshine, I have missed you.",not sarcastic
"Wait why am I seeing bi/pan lesbian hate again
Did yall learn nothing??",not sarcastic
"Once you give a give a charlatan power over you, you almost never get it back -Carl Sagan-
#BrexitShambles",not sarcastic
i almost forgot to tweet about jason bateman today,not sarcastic
"Martin Braithwaite will be out 3-4 months due to problems in his knee cartilage, according to @gerardromero",not sarcastic
@whoislici I think you're so cool! :),not sarcastic
@DuncanEdwards03 @PoliticsForAlI Well I doubt they're trying to smash the doors in to change the regulation of cough medicine.,sarcastic
i despise the racism within oldham,not sarcastic
"Today I Learnt that ""LL Cool J"" stands for ""Ladies Love Cool J"" unreal! #shocked #TIL",not sarcastic
"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",sarcastic
i would kill a man for a forehead kiss rn,sarcastic
Bar Woah Knee,not sarcastic
Owwwww stressful day.,not sarcastic
"an 8 year old just complimented my shoes in passing, what does that mean",not sarcastic
could have gone to bed early but instead have been messing around on a random color palette generator for an hour,not sarcastic
"...One of these is a massively expensive exercise in pushing the boundaries of what humans can achieve, and landing on Mars is also pretty neat!
This episode we're also tackling taking notes, reading new old comic books, and cheering on a rowing vet!",not sarcastic
Does anyone else sit in their car for at least ten minutes to mentally prepare to enter the grocery store?,not sarcastic
Why perform at the @BRITs if you’re going to mime? 🧐,not sarcastic
The last football game I went too. 1 year today. What a night 🟡🟢 #NCFC https://t.co/82mdwMKI3f,not sarcastic
💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕,sarcastic
These people are our nation. Amplify their voices with every breath you can #FarmersProtest #FarmersStandingFirm,not sarcastic
"My god, he’s even a hopeless kisser 😭 #matthanock https://t.co/yyfq9UDfNg",not sarcastic
"Had a look at the hashtag for #Malignant and tbh - it’s fine. The last 5 years have had some really new ideas in horror - this is no new ideas, but lots more body horror. And hot take: I’m not sure you can do body horror without being some kind of problematic.",not sarcastic
Why do we apologize when we get emotional as if no other humans ever get emotional too? Why have we learned to say sorry for a very normal and innate thing!?,not sarcastic
I would like to motion for movie theaters to start pick up or delivery popcorn,not sarcastic
Maybe if I watched suits in year 12 I’d be studying law rn,sarcastic
ngl the post bb walk to the train might be my fav thing abt chicago,not sarcastic
Oh my what was that noise? The dog isn’t happy either! #loudbang,not sarcastic
"Hey @Honda, any chance we could see a civic in Rocket League? 😉",not sarcastic
"quit a high paying job for a blind fantasy with no family, no friends, no backup plan… deserved every tear streaming down his face https://t.co/y7KxPh3hwx",not sarcastic
Yo does anyone know how parking spots are assigned for painting??,not sarcastic
Republicans will say “the Republican Party ended slavery” like that means it’s ok that they’re trying to bring it back,not sarcastic
"2br apt, Notts city centre  https://t.co/yFj989BdXR",not sarcastic
When my girlfriend goes to work I’m not sure what to do tbh.,not sarcastic
Why are toddlers allowed in public spaces,sarcastic
the one time I need my phone charger and I. have brought the charging battery bank but forgoTTEN THE CORD I am dumb,not sarcastic
i just want someone who would still love me even IF I grew that bad moustache,not sarcastic
20 just feels like 19 with less excuses,not sarcastic
Love it wen people try and stop my friends seeing me! Looooolll.,sarcastic
"today im grateful for: 
•old friends
   + their moms
•kittens
•shakira",not sarcastic
lalisa and money are so good and perfect for lisa i’m so so proud of her and i can’t wait for the live performance,not sarcastic
craving an ice pick lobotomy on this Friday afternoon,sarcastic
"Every time I get a symptom I strongly associate with pregnancy I also get my brain going through all the shit that happened around that to deal with as well as said symptom.

Birth trauma, leaving us to deal with 100% tongue tied baby untreated, the general no support of lockdown",not sarcastic
I wish I could be the sort of person that finds money when sorting through old purses and bags. Instead I find sanitary pads and empty packets of travel sickness tablets.,not sarcastic
Just came online to remind y'all that Davido is still The King.,not sarcastic
Dads always know a bunch of obscure sports facts from the 80's,not sarcastic
this week is going so slow 😩,not sarcastic
Very sad to hear about Sean Lock's passing. A very funny man.,not sarcastic
"USA is turning into the 40-something uncle who turns up to the wedding reception, gets drunk &amp; takes the mic from the band to sing Sweet Caroline, but gets all the words wrong.

Highly entertaining but a total fucking train wreck that you’re glad you don’t have to see more often.",not sarcastic
"@GeoffreyBrock6 @RevRichardColes Do you really believe  that? I'd put more faith in the giant pumpkin. Wait a minute, he is the giant pumpkin!",sarcastic
"As my guilty pleasure is Twilight, I would just like to state that Midnight Sun was absolute trash. It’s basically 600+ pages about how horny Edward is for her blood and how much he hates Mike. And lots of word dump. Definitely not worth the wait..",not sarcastic
@coffeedreamer1 @kingssnacks Omg me too I have a wheat allergy and I’m suffering but can’t stop eating it - absolutely delicious!,not sarcastic
pcc is cheugy,not sarcastic
Every day Spotify insists I listen to ‘coconut’ by Harry Nilsson but I don’t ever have the heart to skip it so the cycle continues and the algorithm becomes further entrenched,not sarcastic
people are only as tough as their phone allows them to be,not sarcastic
"Philosophers idolize Socrates. Some see themselves as emulating him, defending unpopular positions against mobs and the powerful. But often they're just lazy contrarians who refuse to do their homework.",not sarcastic
@PetsatHome racial stereotyping is the problem. Please listen and retrain your staff. https://t.co/UvLkji9s5H,not sarcastic
can't wait to cop tickets to see the cracker quartet,sarcastic
"every Tom Holland movie i've seen is a masterpiece, i don't think it's coincidence. anyways watch Cherry on apple TV and The Devil All The Time on Netflix",not sarcastic
Sometimes art school really just feels like im watching a TV show making fun of art school,not sarcastic
Sorry I've not been that active in chat! I have started an actual 9-5 job on top of finishing university! Hope everyone is doing good :D,not sarcastic
Beautician and the Beast (1997). Best Timothy Dalton film of all time.,sarcastic
@c_j_mcburney Suspect there’s still room for you in the ground,sarcastic
sometimes you just have to send death threats to your animal crossing villagers,not sarcastic
"#SpaceX is incredible. For all the problems in the world, the pursuit of discovery and doing things that have never been done before warms my heart! 🚀",not sarcastic
i’ve come to the conclusion i don’t rly like strawberries &amp; i think they’re overrated,not sarcastic
You know you live in a city when you refer to crumbs as “roach snacks.”,not sarcastic
It’s sad.. guys make me want to stay single more and more everyday. Guys Respect your ladies please. Stay out of my dms especially if your married or just had a kid 🤯,not sarcastic
"Currently reading a Beowulf translation by Maria Dahvana Headley, and the focus on the feminine and modern language has me captivated!",not sarcastic
Wow Bdubs can bench press 150 kilometers,sarcastic
michael bublé just puts me in such a mood 😍,not sarcastic
Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40,sarcastic
Sitting next to the world's loudest mouth-breather on the first day of class did a really good job of demystifying grad school for me today,sarcastic
I WISH I WAS SMART ENOUGH FOR FIND THE DOCTOR,not sarcastic
(this is not to say I don’t love helping out on CTL or volunteering - I just don’t love doing it all at once during finals to check a box off 🙃),not sarcastic
I called out an insta post for fat shaming and am now being told that making fun of someone having no neck is “not making fun of someone’s appearance” !!! The more you know guys!,sarcastic
I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,sarcastic
yo where's the cheat for the kendall and kylie app at,not sarcastic
"Hit the perfect drunk sweet spot. Doing silly voices and saying stupid stuff to make each other laugh.

Pretty much when I'm at my happiest tbh.",not sarcastic
i love siriusxm. siriusxm is my friend,sarcastic
anyone else kinda like how it feels after you floss and ur gums are inflammed,not sarcastic
I am late to the same lecture every single week it's so embarrassing,not sarcastic
"Even though my mom has to work a 12 hr shift today, I'm thankful she's happy with what she does and that she is doing what she needs to do in order to care for her children. She is the strongest and most important woman in my life. Without her, I am nothing.",not sarcastic
Please PLEASE do not flirt with your delivery drivers. Literally the WORST,not sarcastic
My bank account when I’m bored and online shop during work https://t.co/ZqgMBKXSP9,not sarcastic
IBIZA HAS JUST BEEN BOOKED AGAIN wohooooooooo 🎉👏🎉👏,not sarcastic
you would think the odds of me sitting next to the exact same stinky man three bus trips in a row is highly unlikely. alas I seem to be a lucky gal,sarcastic
i fucking love rob beckett,not sarcastic
"@SILVERSCASPER @elizableu She was gentle, he wasn’t",not sarcastic
"My department is hiring in metaphysics and epistemology (broadly construed). 2-2 teaching load with TA support (2-1 for the first 2 years), MA program, in a city of 260k people with several locations of just about every fast food restaurant. Not bad! https://t.co/bCd3pNEMCa",not sarcastic
"We'll be giving classic, cult and trashy movies away next week at our charity horror night - https://t.co/TuCvfGNm9n 📽💀⚰🔪👹 https://t.co/lGJgbAD3Da",not sarcastic
@joinerslive desperately searching through emails for our #lebrock tickets for Saturday - if we can't find the email can it be resent? Or do you still have the name list on the door?,not sarcastic
My cat eye glasses came in the mail today so I'm officially ready to start librarian school.,not sarcastic
Got complimented on my skills in da kitchen today by both my managers and the head chef lfg 😎,not sarcastic
help! i'm being haunted by dead people! (my dissertations),sarcastic
I'm hoping my social work class party is going to involve tequila and chip and salsa 💃🍹🎉👨,sarcastic
"Bart is closed rn in Oakland so I can’t go to work, I’m so upset....",sarcastic
NOT OLIVIA RODRIGO TRAITOR IN THE BACKGROUND #LoveIsland,sarcastic
Update: holding hands with your mom and walking around campus also shows you're prepared for the independence college offers,sarcastic
Hot dog eating contest as a form of assisted suicide,sarcastic
I wanna do the best friend thread for u too nico but i hav to pack for holiday i will do it soMETIME THO,not sarcastic
Wow we aren’t the favourites this time? https://t.co/qKj4fKvYm3,not sarcastic
Our kids/grandkids will have to remember today’s date for a US history test 😅,not sarcastic
6 more hours and then a whoppingly massive 2days off work! wowzers!,sarcastic
early cat boys? nyanderthals,not sarcastic
"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018",sarcastic
Mad how many cars they make now without indicators 🙃,sarcastic
wouldn’t it be cool if i could spontaneously combust,sarcastic
Sorry man I been suckin off the grid,not sarcastic
#LoveIsland been back for one night and I'm already hooked as fuck!!! The twins licking their teeth though.. stop that.,not sarcastic
"you like ketchup but not tomatoes???

grow up",sarcastic
"Thinking about that time Blizzard had the brilliant idea to change everyone's name on their forums to their real names. God, what an idea that was.",sarcastic
who needs an alarm when u can have the low rumbling voice of a stranger to wake u up in the morning 🥰,sarcastic
if you display your pop funkos in the box then you’re a tory,sarcastic
I refuse to work under someone for the rest of my life. I WILL have my own business and be my OWN boss. ✨Speaking it into existence✨,not sarcastic
"@sethrogenvevo I'm not sure exactly how on iPhones, but I know my Android let's me back up my saved voice mail messages on Google drive! I can look into it for you for iPhones",not sarcastic
"Idk if this is controversial, but food in ATL is better than food in LA 🥸",not sarcastic
In other news I have a job interview this week! \o/,not sarcastic
Only food can turn this day around,not sarcastic
all my outfits would look so much better if i was tatted 💔,not sarcastic
'Margaret Thatcher' is trending... has 2016 taken another one?,sarcastic
"The goal is not to change history, it is to decide which parts we celebrate. Racism should not be one of them ..",not sarcastic
"Some pretty great things are happening at the call center. Listen in to 104.5 for the Care-A-Thon! Each dollar is being matched, my friends!",not sarcastic
it'd be nice if missguided actually had stock for once🙂🙂🙂,sarcastic
Driving to work singing along and oh story short I Michael Ball fistbumped my wrist straight into the roof of the car https://t.co/wAHMqbMxBv,not sarcastic
"Just got in, how’d Liverpool get on?",sarcastic
Great opportunity for a position at ZSL #sciencejobs #researchjobs #postdocjobs #graduatejobs #animalbehaviour https://t.co/hVud29qSh4,not sarcastic
I keep forgetting that I saw Tom Cruise out the window of a bus in Dublin once,not sarcastic
"wow, ok, unfollowing now. Was a big fan of putting your left leg in, but just heard about taking your left leg out",sarcastic
"Entering my third year of consistent yoga practice. I’m physically and mentally stronger than I’ve ever been. I am a more grounded, better version of myself when I practice and I’m so grateful to my studio community and to myself for sticking with it 🙏🏻",not sarcastic
"Video interviews in your slippers is one of the weirder side effects of the pandemic, but i won't complain lmao",not sarcastic
My president https://t.co/xaH8cLpdQV,not sarcastic
Every time I comment on a TikTok asking for captions and the creator actually starts adding captions I get a happy little feeling in my chest thank you 💜💜💜💜,not sarcastic
Take half a minion ecstasy and call me in the morning,not sarcastic
"Latinx Americans - PLEASE hear #trump calling people of your cultures rapists, murderers, and low intellects and VOTE FOR @JoeBiden !!!!!!!!!!",not sarcastic
Today has made 4 years since ‘The End’ and I’m honestly about to cry. https://t.co/Sdpqid6tUw,not sarcastic
"E10 petrol in the UK, classic car scene is about to die.",not sarcastic
"Well that’s the last time I swear at the pizza man down the phone. 🍕 

He wins. https://t.co/2WjnqL5ZDR",not sarcastic
can u believe shaz hung up on me to see if her mark tweet sent where's the justic e 😤,not sarcastic
Andy Dalton is so atrocious,not sarcastic
"Had an end-of-the-year gathering with my ms coworkers tonight and it was just so nice to be together. 

Get vaccinated, guys.",not sarcastic
"Reporting on this ceasefire makes it sound like both sides agreed to stop the violence. But you don't get to call a T.O. when you're getting chased down by a leopard. This ""ceasefire"" is just Israel saying it'll pause its ethnic cleansing for a little while.",not sarcastic
"No brainer guys, switch to Webull. Trade 4am-8pm. 2 free stocks when you use the link: https://t.co/YOFdGljtVE
#Stimuluscheck #ripjeffbezos #instagramreels #schoolsreopening #flyingbeast #Robinhood #RobinhoodTraders #COVID__19 #mask #SocialDistancing #DayTrading #DDTG #money https://t.co/WJh4xf8u3K",not sarcastic
Love that someone broke into my car this morning,sarcastic
Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,sarcastic
@Jasoneditzz @HiddenLeafrouge @KennethOnlineYT @choc @TheNBACentral @balldontstop Michael Beasley is 32,not sarcastic
"I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave.

#sweatingmyballsoff",sarcastic
"to me
.....
to me
.....
to me
.....
to me
.....
awwww :(",not sarcastic
i hope every sweet girl that came in to my job today knows that i would die for them and my compliments are GENUINE and FULL OF LOVE‼️‼️‼️‼️,not sarcastic
"Ya know, I missed a lot of things during Covid, but movie theater popcorn might top the list.",not sarcastic
OH MY GOD I AM IN LOVE WITH MY FIANCÉ. https://t.co/LRukiQpXve,not sarcastic
This bunch of players is something special. Really are something to be proud of (and a world away from the utter trash running the country) https://t.co/DYWKJ7sZel,not sarcastic
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,sarcastic
just a psa: you can be christian and still support basic human rights :),not sarcastic
Some girls really are scandalous 🐍,not sarcastic
"Hello @Ocado, I just had my food shopping delivered by a man called Gary and honestly he was one of the nicest drivers I have ever had. He was attentive, talkative and  was interested in how our days had been. 
Please can you let his managers know. Asset to the company.",not sarcastic
how do parents of twins make sure they are calling them the right names??? what if they’ve actually been called their twins name their entire life and no one knows?? what if my name is actually Kyle?? Did my parents mess up too??,not sarcastic
me and my gf are on a reality tv show binge lately does anyone have any suggestions for particularly Unhinged reality shows,not sarcastic
"Walking round the bedroom.trying to figure out where the weird smell is coming from

It's the new moisturiser I just put on my arms. It's me. I am the source",not sarcastic
This year I am thankful for all of my friends who have cats and regularly post pics of them on social media,not sarcastic
"At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently",sarcastic
i got a shit load of extra taco bell and yknow what when god provides we don’t ask questions,not sarcastic
@Torialou78 My excellent photography skills! :p lmao!!!,sarcastic
Two goals caused by two awful goalkeepers #Capitalonecup,not sarcastic
"in elementary school, my parents gave me money for a book and i came home with a beta fish.",not sarcastic
"You’re all sickos for being mean to Trump so much for the tolerant left 🙄

anyways George Floyd had it coming",sarcastic
i miss classes being online 😵‍💫,not sarcastic
how do I get my boyfriend in a maid costume?,sarcastic
aw i had a dream i bought a big book of words and their meanings and now i’m awake and sad (also in the dream i was wondering around the most magical library/bookstore/gift shop???),not sarcastic
How nice of tonsillitis to join me on my holiday 🖕🏻🖕🏻🖕🏻🖕🏻,sarcastic
@FeeyaCruz But you get to see me?!,not sarcastic
i had a dream nev from catfish tried to murder me,not sarcastic
virgos are leos in a vest,sarcastic
I've been doing physics for 40 minutes I think I deserve a break 😂😂😂😭 I'm never going to get it all done at this rate,sarcastic
Fox News et al should be shut down. Absolutely heartbreaking.  💔  #GOPTraitors https://t.co/6s3MFrSLU1,not sarcastic
"@LandisDillard @nytimes It depends. Most gas stations are independently owned and operated, so in that case no.",not sarcastic
"i asked my swimmer @ the end of his swim lesson today what his favorite part was &amp; he said “going under the rope. it was scary, but i knew i could do hard things.” 🥺🤍",not sarcastic
"back in the office. Everybody asks me, ""Happy to be back?"" I chuckle and reply, ""No. I'd much rather be surrounded by tourists than idiots.""",not sarcastic
"No fucking way Trump said ""If only we had Robert E Lee to command our troops in Afghanistan.""

BRO HE WAS LITERALLY ON THE LOSING SIDE",not sarcastic
really wanna show the amish an air fryer,not sarcastic
Animaniacs on netflix! Amazing!,not sarcastic
"Listen, while @MarieKondo’s folding method saves a lot of space (and it does), it doesn’t save a lot of time. If you have multiple shirts of the same color, you have to unfold each of them to see what’s on the front.",not sarcastic
"Dating apps are like trying to find a snack in the fridge the day before your food shop; no matter how many times you lower your expectations, there are no snacks.",not sarcastic
"oh sure, the mic’d up pitcher at the MLB all-star game can say “god dammit” but when my 13 year old softball player says it she gets a “language warning” 😂",sarcastic
"when i was taken off anesthesia today, i told my mom that i was on chopped and that i didn’t do well",not sarcastic
I keep seeing people with knockoff skzoo plushies and I just hope they know they're fake ones,not sarcastic
The NFL is rigged... change my mind 🤷🏼‍♀️,not sarcastic
Started with the sweating now we here ❄️⛄️❄️ (aka &lt; 70°F) #JustFloridaThings,not sarcastic
It makes me happy when I watch comedy panel shows and my favourite comedians get along. WE CAN ALL BE FRIENDS.,not sarcastic
HmMMMmMM four days off for the holiday + crappy weather = mini personal writing retreat? I like it.. I like it a lot,not sarcastic
i just love everyone posting wholesome pics with their pets when theyre home for break,not sarcastic
All this extra time and I’m still not flossing,not sarcastic
Can’t beat a Carry On film 😊,not sarcastic
grimes was the vibe for this evening,not sarcastic
also why do boys gotta carry around gallon jugs full of water get a cute reusable water bottle and stop being so dramatic,not sarcastic
"If the COVID variants make its way to the letter ‘I’ it’ll be called the India variant, but the Indian variant will be the Delta variant. When we get to Yankee and Zulu it’s gonna be very confusing",not sarcastic
