utterance,intent
Honestly you don’t know pain until your esthetician does a microdermabrasion on you 😩😭,not sarcastic
"USA is turning into the 40-something uncle who turns up to the wedding reception, gets drunk &amp; takes the mic from the band to sing Sweet Caroline, but gets all the words wrong.

Highly entertaining but a total fucking train wreck that you’re glad you don’t have to see more often.",not sarcastic
i just wanna move to italy already,not sarcastic
Actually considering applying for the undateables,sarcastic
really glad my breakdown and intrusive thoughts telling me to move to Europe are happening mid-COVID,not sarcastic
"One or my friends has a crush on me, and I feel sad that I don't feel the same way. Because I know EXACTLY how that feels. I hate this feeling. 😞",not sarcastic
"Heard a rumor that Baja Blast is coming to stores and regardless if anything else I hope for in life falls through, at least I'll have this.",sarcastic
"Well done @WestHam and @premierleague, great leadership! https://t.co/4IPXaK0Jpu",not sarcastic
Pitch looks flat as a pancake so India might as well make hay. I don’t fancy England batting last though. I wonder if Kohli regrets not selecting Ashwin now? #ENGvIND #INDvsEND #bbccricket #cricket,not sarcastic
Hot showers hit way harder in cold weather than in the summertime,not sarcastic
PSA: a part ≠ apart. They mean opposite things.,not sarcastic
You know it's March madness when my Twitter feed is just @littlechov ranting about the current game.,not sarcastic
"women say they want a man who has his life together. so how come whenever i show one the seven days’ worth of microwaved broccoli, carrot circles and chicken breast i keep in a tupperware in my fridge at all times, they are instantly rendered catatonic with clinical depression",not sarcastic
"I try to not get political here, but...

I'm going the hell off now.

If you think being told ""hey get a vaccine or get a test"" is a problem, get COVID and die.

I'm done playing nice anymore with you uneducated morons. 

My freedom to live my life is impacted by your ""freedumz""",not sarcastic
"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",sarcastic
"white bitches vomiting on my shoes,, please take a step back before i elbow your face and one inch punch the fetus growing inside of you",not sarcastic
All I've done this summer is binge watch The Office and Friends 🙃🙃,not sarcastic
excited for my transition from a gay who can’t drive to a gay that drives badly,not sarcastic
"@GodisaGeek Publisher, not developer.",not sarcastic
I'm going wedding dress shopping Thursday 😊,not sarcastic
Is there anything better and more comforting to eat when you're ill than toast?? No there is not,not sarcastic
@NTCastleWard @PeteSnodden Can't wait!,not sarcastic
"Not having this Arsenal kit, looks like Ajax. And the goalie’s wearing the away kit.",not sarcastic
"Today I learned what ""ghost nipples"" are.",not sarcastic
"If I said something like, ""I drank hot chocolate and ice water in tandem."" Would it be correct? Meaning I drank first one, then the other.",not sarcastic
@kmflett And with a plentiful supply of rhubarb.,sarcastic
we hit 17% of americans fully vaccinated in case anyone was wondering,not sarcastic
"Quarantine Day 256: Dear Ancient Greeks, re: the blanket-wearing—I get it. #QuarantineLife",sarcastic
☯️&amp;🤍 https://t.co/Uz2XTyp9Dg,not sarcastic
"@alex_jantz As a self-appointed rep of Baylor, we would welcome you back anytime",not sarcastic
Oh my god this is so satisfying to watch. Look at his scared little face ahahahaha https://t.co/3cnHEvm2nS,not sarcastic
"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",sarcastic
If only people would care as much about poverty and social equality the way they do jumping up and down for Team Remain or Team Leave.,sarcastic
"Ipswich Town 2020/21 Home Shirt 🔵⚪

UEFA Cup 40 Year anniversary.

#ITFC https://t.co/N95ktMkKBJ",not sarcastic
Just made my own pitta chips after whinging at anyone who'd listen that I can't buy them locally. So that's pitta chips and apple crumble in my culinary repertoire. SOMEONE WIFE ME.,not sarcastic
@whoislici I think you're so cool! :),not sarcastic
"My Life Changed When I Finally Bought a Kitchen Table: and other essays about living alone

Chapter 1: Pants?",not sarcastic
The problem with buying Christmas presents is that I want to keep so many of them 😍🎁🎄🎅🏼,not sarcastic
accepted for beat the chasers audience✅ level up ✅,not sarcastic
I hate that I wasted my whole weekend 😠,not sarcastic
Joey the genius! I wish i was as brainy as him #towie,sarcastic
grimes was the vibe for this evening,not sarcastic
There is nothing wrong with showing concern when the next second in command of the free world has no respect for minorities #boycotthamilton,not sarcastic
I have never missed something as much as I miss the soy milk machine at the dining hall,not sarcastic
Absolutely prepared to ditch #WoW for #FFXIV at this point...,not sarcastic
modern family is a quality show,not sarcastic
RUBY MOTHERFUCKING SOHO IS THE NUMBER ONE CONTENDER #AEWAllOut,not sarcastic
can u believe shaz hung up on me to see if her mark tweet sent where's the justic e 😤,not sarcastic
@elizableu @Timcast This is a powerful message you are conveying and I have the upmost respect for you for putting it all out there.,not sarcastic
"@OwenSmith_MP @BBCr4today It wasn't a million people. It was estimated to be between 312,000 and 400,000. https://t.co/plZPHLro3j #facts",not sarcastic
@samdylanfinch Feelings of shame or being out of place linked with both undiagnosed ADHD and being in the closet/facing homophobia.,not sarcastic
It's absolutely wild to me that adults spend the whole weekend not having to think about school,not sarcastic
btw fat ppl realize when u comment “omg such a glow up!!” on someone’s video/post where the only difference between the person before and after is that they lost weight 😐,not sarcastic
"Grealish is just good. You hate to admit it, but damn.",not sarcastic
how nice is having friends who are interested in your life n get excited for you x,not sarcastic
acu candlelight send off got me all emo :’((,not sarcastic
MAJOR NEWS: @Spotify premium is now bundled with free @hulu 🙌🙌🙌🙌,not sarcastic
michael bublé just puts me in such a mood 😍,not sarcastic
Fun fact: I sing I Morgan ar en annan dag to my daughter to get her to sleep and it works a charm. #eurovisionagain,not sarcastic
i want :( a corn dog :(( so bad wtf :(((,not sarcastic
I want one of those ninja insects. You know the guys,not sarcastic
"I love my boyfriend’s grandparents, but Greg had to say “if god exists” and now we’ve been getting preached at for 30 minuets about the Bible and I wanna go to bed please",not sarcastic
As if some people left the cinema during Super Trooper I am so offended 🤯,not sarcastic
People who walk their cats on leashes are not people to be trifled with.,not sarcastic
Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,sarcastic
@kristenritch YES I love sandwich and enneagram,not sarcastic
@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked,sarcastic
"sorry folks,,, but new t swift album bangs",not sarcastic
my favorite gay drama is the social network,sarcastic
my cat always sleeps on the very edge of the bed even when i invite him up for cuddles. he so polite 🥲,not sarcastic
"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",sarcastic
"If the COVID variants make its way to the letter ‘I’ it’ll be called the India variant, but the Indian variant will be the Delta variant. When we get to Yankee and Zulu it’s gonna be very confusing",not sarcastic
"i love outerbanks, don’t get me wrong. but like why do they call him john b instead of just john. like the only reason someone needs to use their last initial is on the bachelor &amp; there’s multiple people with the same name? but there’s only one john &amp; they all know his last name?",not sarcastic
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,sarcastic
Anyone else wanna ruin me day x,sarcastic
Just at work listening to podcasts while unloading soda syrup boxes like the cultured blue collar worker I am.,not sarcastic
"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",sarcastic
Bacon is the solution!,not sarcastic
"ah yes, of the course the summer rain pours when im on foot.",sarcastic
I’m a HORRIBLE PERSON but one of my VERY FAVORITE THINGS is watching HUGE RICH TOURIST FAMILIES get on the El and then ALL FALL DOWN when the train starts moving,not sarcastic
"What's the German word for when you start a podcast when it's already 2 years old, but now you've caught up to present-day and you have to wait every week for a new episode instead of blitzing through 3 months' worth of content in one day ?",not sarcastic
Today my little lady started school-how on earth did that happen? #FirstDayofSchool,not sarcastic
One of my workmates got me bubble tea for free bc she works in one of the shops 😭 my heart 😭,not sarcastic
💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕,sarcastic
anyone else kinda like how it feels after you floss and ur gums are inflammed,not sarcastic
IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,sarcastic
"Random third grader pointed at me with her whole class lined up, “look, that’s the tallest girl in the world!”",not sarcastic
if I catch you feeding ducks bread and making their tummies hurt I swear to god,not sarcastic
what a great day to be stuck inside 🙃,sarcastic
The key thing to remember here is these boys are someone's loved one. They did their best. Lets leave the hate. Racism isn't the answer either. #eurofinal #Euro2021,not sarcastic
Driving to work singing along and oh story short I Michael Ball fistbumped my wrist straight into the roof of the car https://t.co/wAHMqbMxBv,not sarcastic
I’m on a serious treat myself kick and I’m not mad about it,not sarcastic
"When you're 7 years old, 'Biscuit' seems to be a legit answer to the question 'what do you want to do today?'

#Kids",not sarcastic
Today Rob told me that they have a room in the NICU with so many babies with MRSA that they started calling it the MRSAry.,not sarcastic
"I can't wait to name my children after things I will never have. 
My daughter will be Hope. 
My son will be PS5 because that shit is expensive.",sarcastic
“@elliekonsker: Physically and mentally stressed”,not sarcastic
@michellegayle1 It is simply brilliant. It reels you in subtly! So so good.,not sarcastic
I felt like a wet dog after tonight 😂🐶,not sarcastic
@StarbucksUK is it acceptable for students to study in your stores? what are the general rules? thank you!,not sarcastic
I love when I learn about stuff I've apparently done and said from people😂,sarcastic
The fact that I went to high school with someone who was in that group and was an ab*ser. Like all a group of sickos tbh https://t.co/VNSvQBx3xC,not sarcastic
"Listen if you can’t laugh at “badly sprained your ankle doing a Mamma Mia themed Zumba video alone in your apartment in year two of a global pandemic and are now on bed rest for a week”, what can you laugh at",not sarcastic
Bring on diallo ffs. Nothing is working rn.,not sarcastic
i’m so so in love my heart might burst,not sarcastic
people are only as tough as their phone allows them to be,not sarcastic
@McDonaldsUK Would love a cheeky McDonald’s breakfast before a busy day at work would set the day off on the right foot ! 💓 #FancyAMcDonalds,sarcastic
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",sarcastic
"My children are 18, 9, and 7.  They have never known their nation at peace #ww111",not sarcastic
MTCHEWWWWWWWW,not sarcastic
"tried to look up my mom’s instagram and just typed “mom” into the searchbar,,,,, did not work",not sarcastic
@VertigoTeaparty fashion souls! fashion souls! fashion souls at lunch!,not sarcastic
It's only now that I'm seriously trying to save that I'm regretting treating myself to something new almost every week last year for just surviving my first few terms of teaching 💸💸💸,not sarcastic
Anyone else getting goosebumps watching @TomDaley1994 ? Incredible 🥺❤️,not sarcastic
"Seeing as Kanye West has a range of clothing with Gap, how about me and you do a collab @FandFclothing",sarcastic
Baffles me as to why ANY retailers still use Hermes as their chosen courier 😑,not sarcastic
"I love being at home , tidy clean house, empty washing basket teas cooked from scratch no dishes, visitors  . I don't want to work anymore",not sarcastic
"When youuurrrrrr Ubereats driver is legit two minutes away from your house, and then cancels your order, saying you didn’t answer the door. 🕵🏻‍♀️ 🧐🧐🧐 I know you ate my food Randy, I hope it gave you diarrhea 😤",not sarcastic
"It would be a real shame if people shared this around and filled it with fake info. People should definitely not do that 😉
https://t.co/Px7dYqjh3I",sarcastic
"lorde writes one, ONE song about her dog (who passed shortly following) and now im crying on the pink line",not sarcastic
"@mjborshell @garygilligan Hasn't he opened a few new hospitals? Oh sorry, maybe it was a new first aid box.",sarcastic
Omg thank u for pointing out that I apologize too much 🙏,sarcastic
'Margaret Thatcher' is trending... has 2016 taken another one?,sarcastic
‘Push your boundaries’ ‘get out of your comfort zone’ literally fucking why,not sarcastic
Still time to apply for our Clinic Supervisor post… https://t.co/A2JZjjHo6R,not sarcastic
"Everything happens for a reason people, always remember that",not sarcastic
When your @Apple delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still don’t get taken seriously🙃🙃🙃,sarcastic
sometimes you just have to send death threats to your animal crossing villagers,not sarcastic
"Your family just escaped war, bloodshed, and devastation. #Trump's bigotry sent you back to face persecution. #US https://t.co/CFogfvsQjn",not sarcastic
it's funny my mom thinks i possess no remorse when i feel remorse everyday for existing 😎,sarcastic
Dan Smith playing oblivion on his IG live has absolutely topped my week off 🥺,not sarcastic
I’m gonna miss scantrons shortening my name to “Christ” after 16 years,sarcastic
you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.,sarcastic
I just put my debit card PIN number into the microwave... not doing well,not sarcastic
"how am i doing? well if you must know, i’m watching all the vids of harry singing fine line at his vegas concert and crying bc i can’t see him at american airlines.",not sarcastic
I reckon zoella will get engaged in New York this year,not sarcastic
Ah gotta love that Friday morning burnt out feeling 🌄,sarcastic
"Thank you all for your support yesterday &amp; to everyone who sponsored us, we raised over £1000. Brighton is a great place to do a marathon too, so much support on the course and I was swimming in the sea in my running kit within half an hour of finishing.",not sarcastic
"I'm walking for Citizens Advice in NW Kent. Please help if you can x
2019 London Legal Walk https://t.co/b90ZFwS0Lf",not sarcastic
Absolutely DISGUSTED with how @carolineflack1 has been treated and now she's gone! You are all to blame behind your fucking keyboards of shame! @MirrorCeleb @TheSun @Daily_Record @LoveIsland #carolineflack #suicide #LoveIsland,not sarcastic
Wow... the universe gave me the task of a potty training a whole human? the audacity.,sarcastic
man savathuns design is so fuckin creepy I love her.,not sarcastic
My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they’re talking about,sarcastic
Enjoyed every moment of watching our fabulous Team GB compete in the Olympic Gymnastics! #sotalented,not sarcastic
i miss tsukasa.,not sarcastic
It b the memories we make everyday for me .. 💓,not sarcastic
"@LASTEXITshirts That John Carpenter 📼 selection T is pure class. Yes, I'll take that one, please ♥️",not sarcastic
Whenever I go to Starbucks I panic while ordering &amp; get a tall because it sounds like a large but then it's tiny,not sarcastic
"Back from Nashville... I missed this little girl, even though she… https://t.co/eN8q2YEyua",not sarcastic
i hope every sweet girl that came in to my job today knows that i would die for them and my compliments are GENUINE and FULL OF LOVE‼️‼️‼️‼️,not sarcastic
"I love giving my students little bits of info and watching them get woke 😂 one made a comment about being afraid to tell people when she’s suicidal because of the large ER bill her family got last time, and I told her about countries with free healthcare and her mind was blown",not sarcastic
"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" 
me: yes dad yes i am cuz im dating all of them duh",sarcastic
hey @phoebe_bridgers i’m free tomorrow btw. The 14th. I’m free on the 14th. Tomorrow. fyi😃,not sarcastic
My mam just informed me on the phone that the clocks went forward. Had no idea.,not sarcastic
I love how they blur out Tristan’s face in this season of the kardashians LMAO like hmmmm I wonder who that mysterious man is,sarcastic
"When is the person trying to log into their apple account going to realize the texts are going to someone else's phone... 

It won't stop.",not sarcastic
the absolute shiver down my spine i get when i hear sweet caroline,not sarcastic
simping for guys that don’t even know you exist is a different type of heart break😔,not sarcastic
I’m finally surfacing after a holiday to Scotland and a difficult few days with an ill child (hopefully on the mend now). Happy September all! Smell the pencil shavings and that new notebook aroma. 1st Sept has always seemed a lot more promising than 1st January,not sarcastic
"Why does money heist do this to me 😭
My heart 😭",not sarcastic
It’s “let’s see how many crumbs I can find in scarf” szn.,sarcastic
Help raise £2000 to help provide food and essentials to disadvantaged child.. Please #donate on @justgiving and RT https://t.co/q7hZ4jWmLl,not sarcastic
"Waiting for little one to fall asleep so o can sneak upstairs and get my hot water bottle.

She's sitting up in bed practicing her nodding 🙈",not sarcastic
Everyday in class I count how many days I have left in the semester #isitsummeryet 😩,not sarcastic
this is pretty abysmal,not sarcastic
my vibe is garth Brooks song “the thunder rolls” but the 3rd verse when the wife shoots her husband for cheating on her,not sarcastic
Put myself on a book ban since I've bought over 750 books this year so far.. and I'm already itching whenever I pass a bookshop. I have more than enough to read until I'm 45!,not sarcastic
"I just read, ""oftenly"" and threw up in my mouth a little.",sarcastic
people who say that they’re allergic to pineapple are pathological liars!!!!!!!,sarcastic
"@Itsaspacesuit @NickHintonn I’m right there with you, I always compliment people and it’s interesting the different ways it’s interpreted.",not sarcastic
"I might be rubbish at driving, and have a less than stellar career, but I’m really good at making Spanish omelette. So, you know, there’s that.",sarcastic
My favorite thing is that literally ONLY my @Walmart says I have to have a prescription for syringes that I've been getting OTC for years. This is the kind of shit diabetics are facing.,not sarcastic
naming my son onickolas in honor of my love for @NICKIMINAJ,sarcastic
Just tried to eat soup with my mask on #fail #Masks,not sarcastic
"my mom just called the spatula, an “egg flipper”",not sarcastic
people who advocate for an edit button haven’t really thought about how disastrous that would be,not sarcastic
shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,sarcastic
Parents always mess up ur plans😒,not sarcastic
@BeschlossDC I stayed home sick from elementary school and watched it at my grandma’s house.  I don’t think I understood exactly what happened and that it was such a tragedy.,not sarcastic
the only thing the boomers got right is how scrumptious elvis presley was,not sarcastic
"Yeah, Lydia! Making Alaska proud 🇺🇸🏊‍♀️ https://t.co/V0YJDwKrt9",not sarcastic
It costs $0.00 to be a decent person 🙂,not sarcastic
Breakdown very much pending not sure how much I can take of this 😩,not sarcastic
y’all were all vote-blue-no-matter-who till bernie sanders dropped out . hmmm where’s that same energy 😔😪😭,not sarcastic
I forgot to kip,not sarcastic
watching the sopranos is neat. the overarching theme of characters dealing with the dissonance of real life vs nostalgia/popular entertainment portrayals of the mob is engaging. also fun watching said badass mobsters dealing with the monotony of suburbia.,not sarcastic
"Follow us at @CCFJacksonville for updates on the @WOKVNews Care-A-Thon today! Listen in for interviews with Jaguars, families and more! 😁",not sarcastic
Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days 😭 tempted to quit teaching tbh,sarcastic
getting a bidet was the best decision of my adult life,not sarcastic
Well that was humiliating for India. No clouds and yet Anderson still delivers. I expect India to come back hard. #Cricket #INDvENG #ENGvsIND #3rdTest #bbccricket,not sarcastic
#bbccricket @bbctms how often do two batters reach their century in the same over? #AskingForAFriend,not sarcastic
it’s too early to be this annoyed,not sarcastic
Just ordered vegan pizza and garlic bread from a place I’ve never been to before. I’m excited.,not sarcastic
I love the sims but all I do is make gay vampires,not sarcastic
i want to go to kings island again before summer is over,not sarcastic
"@SIazVest @rodneyjaguars57 Fuck you got me there, you better get back to getting upset and jealous over successful and talented boxers",sarcastic
accidentally followed CCD guidelines instead of CDC guidelines and now i have covid AND catholic guilt :/,sarcastic
@DonaldJTrumpJr If only he had a press Corp in the house...oh wait! Shut up Jr! Time to get fitted for those lovely orange jumpsuits! If you can't be orange anymore at least you can wear it!!!,sarcastic
can't wait til a bunch of pudgy suburban dads save the day with their firearms,sarcastic
"lmfao, I just looked out of curiosity, and I have over 3000 emails saved from the 2 years I was on the NPC, guess I could really write that book I've joked about

(also, if you are new to the NPC, my biggest piece of advice is have a good system for keeping up with your emails)",not sarcastic
Sleep? What’s that... I’ve never heard of it?,sarcastic
I do embroidery on tote bags and jumpers over on my depop for cheap prices please go check it out would mean the world to me! 🧡#depop #embroidery #totebags @depop @bethanyj_ on depop 🦋 https://t.co/vmxbMXQs4a,not sarcastic
@PFTompkins Her family should definitely not seek mental health guidance.  😬,sarcastic
Being a business major is legal conversion therapy and must be stopped,sarcastic
"oh sure, the mic’d up pitcher at the MLB all-star game can say “god dammit” but when my 13 year old softball player says it she gets a “language warning” 😂",sarcastic
"so we saved the liquid from when we cooked some rhubarb the other day and froze it into ice cubes. just had a couple cubes in some lemonade, and it's /amazing/ and mum and i are geniuses",not sarcastic
Life is about eating chicken finger and getting drunk,sarcastic
Please showcase Hanahs story. The dog who was ripped form her mothers arms in the Joplin tornado. Let's bring her HOME!@TheEllenShow,not sarcastic
i think everyone should get an air fryer❤️ good vibes only,not sarcastic
Thank you to my apartment complex for consistently cutting the grass at 8 am every Thursday for ~5 hours. It’s definitely not super obnoxious or bothersome ☺️☺️,sarcastic
Love how Kingston just ripped the buckle pad off #AEWAllOut,not sarcastic
idk why but my norms wr skyrockets when I solo q,not sarcastic
"idk. academic writing is exciting but what’s the point if the only people reading your work are academics? same with literary journals, tbh",not sarcastic
"Couldn't be prouder today. Well done to every student who got their GCSEs this morning after 18 months that would challenge anyone in history, at any stage in their lives. The teachers did an amazing job. #GCSEresults2021 #GCSEresults",not sarcastic
Who's the bastard that got my cat to develop the kink of liking his ass slapped? Lord knows it wasn't me and I'm scared.,not sarcastic
Michigan certified Biden; trump lost *again* in the PA courts and the official transition is finally going to begin - Happy Thanksgiving!,not sarcastic
why are the olympics worried about athletes having too much sex when the curling teams don't even compete in the summer games,sarcastic
"If I invite you over for dinner, it’s my intentions of paying and making everything as my gift to you as my guest",not sarcastic
"""are you experiencing suicidal or homicidal ideation?""
""only while trying to talk to a human when I call @Walgreens pharmacy""",sarcastic
the Bob Ross documentary broke my heart i am so angry,not sarcastic
Mnet girls planet 999 top 9 choices literally all horrific forgettable girls not charming or enjoyable to watch clearly biased to k group I’m literally going to take action,not sarcastic
ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,sarcastic
there are few things in this world that an everything bagel and cream cheese can’t fix,not sarcastic
I finished my MBio in Biomedical science this week and today I found out I’m graduating with a final mark of 77% (distinction)🥳 so proud of myself,not sarcastic
"Yes, it's unfortunate that we are in lockdown again - however, this blame mentality isn't helping anyone. With everything we've experienced during lockdown, we shouldn't move forward with divisive and unkind comments but instead with unity and compassion 💕 #leicesterlockdown",not sarcastic
"Think I might get a knock on the door from Environmental Health after that poo.

Jeez, it's taking layers off my eye balls.

*opens all windows wide*",not sarcastic
the new gossip girl is trash and im tired of pretending its not,not sarcastic
yo @claires do yall do hysterectomies?,sarcastic
i want a kaleidoscope so bad,not sarcastic
"yaaaaay ordered my cap, gown, and hood ☺️🎓",not sarcastic
"Sometimes I feel like all this effort is just like sticking diamond encrusted alloys on a knackered Corsa. I mean, shit is what it is at the end of the day.",sarcastic
"House grooves are wonderful to work in
Both the hard stuff and the really mellow vibes
Makes a good sense of rhythm even when the main drums are not a ""fit""",not sarcastic
my mission in life is to eventually own one of those life-size martini glasses that Dita Von Teese does burlesque with.,not sarcastic
always gonna wonder if id dress masc if i was skinny o_o and if id be more open to telling people im nonbinary if i was skinny -_-,not sarcastic
"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",sarcastic
"I wish Facebook would introduce a ‘rude’ option on its ‘like’ panel.
I feel ‘wow’ doesn’t cover it. Maybe it could be a middle finger.",not sarcastic
"We need an emoji for a neutral-faced eyebrow raise. 
😳 this one looks embarrassed. 
😧 this one looks distressed. 
What if we want to show moderate surprise or that our interest has been piqued but are still being measured in our expression of it?",not sarcastic
@rachel_hei u cry a lot,not sarcastic
going to class! https://t.co/VgCWGl9YTG,not sarcastic
"Fav this and I won't send you a name of a random person, I'll just get a fav on my tweet",sarcastic
"oh you’re just friends?

why’d u shave then?",sarcastic
"I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave.

#sweatingmyballsoff",sarcastic
Want another piercing 👀,not sarcastic
@mikk2k2 @ArgoBlockchain All/any updates are fully appreciated Mike. Many thanks,not sarcastic
"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight",sarcastic
Feels like 10 degrees!! Wow catch me in South Parks soaking up the rays 😎 https://t.co/EpgwTLgICW,sarcastic
I support my brilliant and intrepid coworkers organizing for better wages and working conditions here at KUOW! #SoundStoriesSoundWages @wemakekuow @sagaftra https://t.co/5NXuz4ERqq,not sarcastic
@fishy_lo @OfficialPLT_CS @OfficialPLT Why type of  lube did you order?  I may have extra in my detached garage,not sarcastic
Why did my wife decide we needed a new kitchen !2Days to strip the tiles and plywood off ! https://t.co/Z2Jy5JsgDK,not sarcastic
Happy birthday Kayleigh!!! Hope you have a great day ❤️🎉 @_kayleighope,not sarcastic
I’m sad I didn’t get to decorate my grad cap but I would have been to lazy to do it anyways,not sarcastic
i never want to be friends with the people who bring paint pens specifically to graffiti a bathroom,not sarcastic
"@JohnJBrea @lad_lew @Ladyblueclr @realDonaldTrump It's probably something closer to Xenophobia. Which is someone hating someone else just because they're foreign. I mean, you are an English teacher, aren't you? Figured you might know that.",not sarcastic
Praying this works out for me🙏🏼,not sarcastic
Well. That went well. #BelgianGP,sarcastic
"ik it’s for the best but wow RIP to my italy study abroad trip, beyond wonderland, my 21st bday, edc, and now @awonderland’s red rocks show 😔",not sarcastic
if jesus was resurrected again i would vote for him,sarcastic
rhapsody in blue x george gershwin is such a beautiful song ahhhhhhhh,not sarcastic
"Update: almost 10 hours since the first modern vaccine.

Arm stiffness and pain has definitely worsened. I can’t hold my arm over my head and it hurts to lift my arm up to eat or do anything. Can’t move myself on the bed or do things with my left arm. 😬",not sarcastic
"""friends""",sarcastic
mentally I’m hiding in the walk-in,sarcastic
@rits_meg @freedomsenpai hot loli,sarcastic
"might just not wear glasses when i leave the house more often,,, i’m just in a blur and it’s so much more relaxing than seeing everyone",not sarcastic
I will be gigging tonight at The Swan in the Rushes in Loughborough.,not sarcastic
"Today the wonderful cashier lady at white creek told me that people either need to 
1. Get laid 
Or
2. Get a life",not sarcastic
me with an 8am chem lab on friday😭😭 https://t.co/lBF3pfsqJ2,not sarcastic
I hate the mall every girl here is talking about shopping for the “dress code”. I feel 👩🏼‍🦳👩🏼‍🦳👩🏼‍🦳,not sarcastic
"@flyingsolo1111 @tokenstate Don't know if they've changed their minds, but in the past they have made a point of saying they have no intention of creating a token.",not sarcastic
Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,sarcastic
"'The natural law is real, but it is not authoritarian. It is our participation in God's real creative freedom, and what flows out of that participation is the ability to create within the world and not against it. The natural law is the setting, then, for true liberty.' https://t.co/3ivuJ8oL4G",not sarcastic
When you get woken up at 3am because of aftershocks from an earthquake 👍😩,sarcastic
This thunder is making me so home sick for WI 🥺 Thunder storms were my favorite part of summer and i will never forget the beauty lighting arcing horizontally across the sky over Lake Michigan,not sarcastic
in the studio asking folks so what do u do,not sarcastic
Unpacking is the bane of my life,not sarcastic
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,sarcastic
Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,sarcastic
@ThePartridgePod Defrost the freezer with the cast of Hollyoaks. Any of them that wanted an extra fun trip could pop to the recycling centre with some empty pesto jars. Magic.,sarcastic
So nice of my family to decide that I’m hosting a Mother’s Day brunch for everyone at my house. https://t.co/DWZI9ltALK,sarcastic
i’ve had more interesting conversations w my wall but alright,sarcastic
The phrase “the white people of black people” was coined to explain cishet black men’s privilege over other identities within the black community. Not to just throw around when y’all are annoyed/hateful 🙄,not sarcastic
thinking about quitting the path im on to become a college advisor so i can be wrong and do nothing for the rest of my life,sarcastic
there's so much going on in the world right now and i'm fucking appalled,not sarcastic
@TheBabylonBee And the hot air and BS she generates makes for a perfect backup energy source!,sarcastic
Love it wen people try and stop my friends seeing me! Looooolll.,sarcastic
"This might be the worst government in living memory. 

The fact they are still polling ahead must therefore mean we have the worst opposition in living memory.",not sarcastic
alllllll nighter. woohoo,sarcastic
"B/w Rain is a Good Thing stuck in my my head, the heat &amp; #GladePlugIns going in the car, hard to believe it's not Summer! #Glade #GotItFree",not sarcastic
"As if I didn't know this anyway!
I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg",sarcastic
can we have a bit of a strong cold breeze please,not sarcastic
Hacksaw ridge has got to be one of the best films out there,not sarcastic
Villa and Newcastle shirts seem to be a massive clash for my eyes,not sarcastic
"Also, hopefully and presumably, the Magic front office continuing to do right by players. Give an opportunity - develop - let them go to a better situation. That's the way to do it.",not sarcastic
"Final: Red Sox lose to the Rays, 8-1. 

Less than 24 hours after scoring 20 runs — the Sox finish with just one run off of two hits.",not sarcastic
"Home, pet, and car ownership is great fun until you have to replace your roof, the cat needs surgery, and your tire blows out all in a month 🙃",not sarcastic
jyp's producers need their asses ate,not sarcastic
i’ve come to the conclusion i don’t rly like strawberries &amp; i think they’re overrated,not sarcastic
