utterance,intent
"Can we appreciate how amazing vaccines are? We've got covid cases declining despite nightclubs being open!
If we vaccinate school kids, we might even avoid a spike once the schools reopen.",not sarcastic
"The rate at which I go between thinking: ‘it’s fine, I’ve still got 3 weeks to write my dissertation’ and ‘shit I’ve only got three weeks to write my dissertation’ is causing some serious procrastination whiplash.",not sarcastic
"@chrisrickett I suppose it won't harm his book sales either. It would be said in conversation with Madeley, perhaps it was a Freudian slip.",not sarcastic
I had a dream last night that a talking snake was trying to kill me with a bow and arrow. I don’t know how that would work but just a little insight into what goes on in my brain.,not sarcastic
Currently feeling very disappointed in people that I know. Just wow.,not sarcastic
"@thecauseendures Awe. Appreciate that, Kim. Who knows where I will  land. I'm going to take my time. 
 It makes me concerned about the shortage of affordable housing for our aging population.  I don't want to be warehoused.",not sarcastic
The Fourth of July is my favorite holiday for as long as the Nathan’s Hot Dog contest takes then the appeal dissipates.,not sarcastic
@RFHanrahan @mikepompeo This is all Biden's failure....politicians like to pass the buck,not sarcastic
I'm A VeGeTaRiAN BuT I eAt FiSh 🙃🙃🙃,sarcastic
"Just because I mostly write female characters does not mean my writing is autobiographical. That’s so tired. It’s entirely fiction. Unless the character is saying something funny or cool, then it’s straight from my lived experience.",not sarcastic
brb just spent 10 minutes looking frantically for my phone with the help from the flashlight...from my phone,not sarcastic
Ikea Vegan Hog Dog ..,not sarcastic
"I keep getting dramatic, anime style cowlicks in the morning and I'm thinking one day I'll just go out without brushing it down to let everyone know I'm the main protagonist.",not sarcastic
i lost the promise ring my boyfriend got for me about a year ago… and when he left for basic he let me keep the one i gave him since he couldnt take it. well i found mine- our rings are back together :) https://t.co/2OgpQgH5n2,not sarcastic
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,sarcastic
Everyone seems to be younger than me these days and it needs to stop,not sarcastic
bae calls me on FaceTime so we can keep each other company while we work on our art and honestly it’s so wholesome and motivating,not sarcastic
If drugs are banned from sports why isn’t makeup banned from beauty pageants?,not sarcastic
Why do Americans use paper plates for every meal when they’re in their own homes. I desperately need to know the answer,not sarcastic
someone please explain to me how our queen @taylorswift13 had time to create the masterpiece(!!!) of #evermorealbum while soaking in folklore’s success AND re-recording 5 previous albums?!!! she is too good to us 💙💙,not sarcastic
Answer me this: how does my 2014 mac book pro just come back to life?,not sarcastic
The typhoon flew over me today absolutely fuming they forgot to bomb me,sarcastic
Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,sarcastic
our new neighbours told macauley their names and a couple of peoples names on the street and all he remembered was the name of the cat and dog 🙄😂,not sarcastic
New obsession! scrambled egg with bananna mixed in!,not sarcastic
Pretty cupcakes! #sprinkled https://t.co/rn1BUM0h0A,not sarcastic
See Brexit is going well,sarcastic
I swear this triller event is run by teenagers,sarcastic
@bwin Is there a problem with the predictor page? Its not loading so unable to enter my predictions.,not sarcastic
"Chris:*tells elaborate story of how he and Michael lost 2 different lifeguarding whistles*
Me: wow, you really blew it didn't you",not sarcastic
"Today was the first time I wished Covid-19 had happened 20years ago - back in school, wearing a mask, no need to strain every sinew to quell a yawn.

Bliss.",not sarcastic
Absolutely disgusting. Tr*mp says he “loves” domestic terrorists and spends most of the minute long video complaining about election and not condemning their actions today? Rot in fucking hell.,not sarcastic
Whoop diddy scoop poop,sarcastic
i'm going to be 21 tomorrow and i'm really just excited for cake.,not sarcastic
"I never thought I'd say this, but I have become one of those people who like bounty bars.",sarcastic
anthony dropped his phone in the ocean,not sarcastic
"At least I'm used to this side effect from my infusion, and I'm very grateful that I'm not experiencing any of that full body pain I had after my last infusion. The IV steroids must be working!! And tomorrow is day one of a steroid pack",not sarcastic
"#DelitterUK this is our place, not just yours. Keep it litter free!",not sarcastic
"Day 38 of quarantine is an interesting time to get a new drum kit, neighbor",sarcastic
My ex got the covid vaccine..he kept saying he wasn’t going to get it and I told him about my medical issues and how it’s not about him but people like me..and he thought about it and got it. He gets his second dose next month!,not sarcastic
Just read Annie on My Mind for the first time…🥺,not sarcastic
"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018",sarcastic
Just tested my egg drop at my apartment complex and it fell on a man’s head :) but no worries he was bald so the yolk just wiped right off,sarcastic
Another great day in the office! Happy to be working with @HeyItsEbb and @Sicarius_Matt #softwaredevelopment #webdevelopment #Motivated #tech #Businesses https://t.co/h59QAZ7sEG,not sarcastic
going to be running on three hours of sleep at work tonight! so excited!!!,sarcastic
After far too long I’m finally going to the theatre and I CANT BLOODY WAIT,not sarcastic
Having a bad week but what else is new!! At least I finally got paid 💕😭,sarcastic
"The first paper @jesskah02 and I accepted as part of our special issue on intergroup conflict @ELSFinance is now online! Check it out at https://t.co/y0earQdPwa and kudos Sam Whitt, @rkwrice and @vera_mironov!",not sarcastic
"The city is flying, we’re fighting robots, and I have a bow and arrow. Classic",not sarcastic
And we still wonder why girls are having issues with their body when you have places selling LARGE and saying it is for sizes 10-12 🙃 stop the bus I want off https://t.co/YmRX3ESatk,not sarcastic
"watching fleabag for the first time and y'all weren't lying. Hot Priest is, indeed, hot",not sarcastic
i can’t wait until the weather cools down so i can read under a tree at a park and look like a mysterious intellectual,not sarcastic
"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",sarcastic
"when my mom was preggo with me she craved brussel sprouts, tomatoes, and squash. i’ve been on the veggie grind since before birth 😤",not sarcastic
Why am I not famous yet cos I’m actually fucking hilarious,sarcastic
@HerbMessiah hello I have a question can u help me out,not sarcastic
Also I can't wait to see how many white Boomers are going to be pissed off about the artists singing in Spanish. #SuperBowl #SuperBowlHalftimeShow,not sarcastic
@DarrkIt @iamspade_ ya need a carry hit me up im a octane main,sarcastic
@Schlippertysch1 @anon_opin Very good. Just need to work on your spelling now 👍,sarcastic
"Dating apps are like trying to find a snack in the fridge the day before your food shop; no matter how many times you lower your expectations, there are no snacks.",not sarcastic
"@LandisDillard @nytimes It depends. Most gas stations are independently owned and operated, so in that case no.",not sarcastic
Some girls really are scandalous 🐍,not sarcastic
"Happy Trans Visibility Day all my beautiful, strong, and sexy trans peeps!! We are unapologetically ourselves 💜",not sarcastic
Anyone else remember Twix Tops and M&amp;M's Biscuits or is that just me??,not sarcastic
Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,sarcastic
Beautiful animation and hype song what more could be asked for https://t.co/PFLLswgkh3,not sarcastic
Discover more of Maranda Ridgway's greeting cards created for @thortful. https://t.co/yE0xkrmycK - thinking of sending a #greetingscard for #Easter?,not sarcastic
so good man  https://t.co/0QwOj3TEph,not sarcastic
"It was almost 70 degrees today but no, global warming doesn't exist 😒",sarcastic
I hate this guy so much https://t.co/lHPKXjNLL4,not sarcastic
Sometimes I really feel like I need coffee to survive the day and I think that's what growing up is,not sarcastic
"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",sarcastic
Got my lowball business class upgrade bid accepted for my train from DC to NYC this morning and ended up without anyone sitting next to me for the whole trip. A positive sign for the weekend.,not sarcastic
Every time you complain about neopronouns or xenogenders we add five more,sarcastic
Very good analysis and a good demonstration of why you should treat anything your told by the BBC with the utmost care. https://t.co/V6rO4FZqeP,not sarcastic
"How is it that I’ve managed 3 months without milking a single cow, then the day before I leave I get roped into a 5am milking??",not sarcastic
Seeing my friends shine is so heartwarming 🥺🥺,not sarcastic
@truelyesoteric @howisthewater @JacobWohlReport Tomorrow at noon it's instant communism and we get our national wife chain started.,not sarcastic
me and rachel are sitting in mcdonald’s talking about how we spend too much money on food and as the guy at the table behind us is leaving he lays down $10 and says have a great day and walked out i’m crying,not sarcastic
,not sarcastic
@Dancruz07 Sureeeeeee you do,sarcastic
Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,sarcastic
Mom put powdered carpet cleaner all over the floor and now it legit smells like we are living in a stable,not sarcastic
"Good morning to everyone again, except Eddie Reynoso, his lab rats &amp; whoever the fuck is letting Oscar Valdez fight after failing a drugs test - just because it would be bad for business.

Some things more important than money, but not in boxing - clearly.

❌💉",not sarcastic
How do I stop thinking literally everything is corny ??,not sarcastic
i am 21 years old and i still love harry styles as much as i did when i was 11,not sarcastic
Some guy is whistling better by khalid and it sounds so good but i dont wanna say anything cos hes a grown ass dude,not sarcastic
"was Chris Harrison really that fundamental to the bachelor?? what are they gonna do, forget how to function when there’s one rose left???",not sarcastic
Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,sarcastic
wish i was good at singing :( it’s actually a bit embarassing,not sarcastic
Day 1 of working from home: I now have laptop burns on my legs,not sarcastic
I really hate the new TikTok voice over voice - she sound annoying af,sarcastic
Only food can turn this day around,not sarcastic
we happy!!!!!!!!!!,sarcastic
Anyone else feel REALLY uncomfortable when the @itvtakeaway pandas tell the kids “Don’t tell the adults; it’s our secret”. This is a huge Safeguarding no-no.,not sarcastic
"make it illegal to say/write ""Dems in disarray"" on account of it being stupid as fuck",sarcastic
"ERNEST LAWRENCE’S 60-INCH cyclotron in Berkeley 
**NOT CLICKBAIT**",not sarcastic
white ppl sure do love Himalayan pink sea salt,not sarcastic
Anyone know where I could get a cheap iPhone 4/5?,not sarcastic
i went outside today and suddenly my depression is cured,sarcastic
"Finding it very hard to detach my love for the club and it’s lack of action over Mendy. 

In my opinion having anyone playing professional games with an open investigation, especially this severe is inexcusable.",not sarcastic
"ANY PENSIONER AND 4 YEAR OLD WHO DARE TAKE ME ON AT DINOSAUR THEMED CRAZY GOLF WILL BE CRUSHED, CRUSHED I TELL YOU. https://t.co/yZlafy0lsd",sarcastic
"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",sarcastic
Quite poetic to have my last midwifery exam and my first midwifery job interview on International Day of the Midwife #IDM2021,not sarcastic
my grandma is watching the great gatsby and she said that commercials are becoming so stupid but it was a scene from the movie.,not sarcastic
"5:30 banshee-like kitten zoomies are definitely my all-time favorite alarm clock, and the sound of jewelry boxes flipping over and burnouts on the wood floor make for the calmest, most enjoyable start to any workday.",sarcastic
"@adi_jord agreed, this is ridiculous, gotta cop a pair",sarcastic
Random thought: how are “butt dial” and “booty call” such different things yet so similar in wordage?,not sarcastic
APPLE CIDER IS BACK AT DUNKS BABY,not sarcastic
does anyone have any workout/loose weight tips? i weighed myself for the first time in 6 months and cried and i really need to change this,not sarcastic
You know it’s bad when your vet texts you to check in on your dogs diet #thicc,not sarcastic
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,sarcastic
Totall Carloss... #WTF1 @_aarava https://t.co/p70GOaCLyS,not sarcastic
Oh my what was that noise? The dog isn’t happy either! #loudbang,not sarcastic
"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me",sarcastic
Excited for 🌞 but not 👙,not sarcastic
RIP spider man 💀 https://t.co/GI0ZLhBxdp,not sarcastic
My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,sarcastic
Just forced myself to go to class and spilt hot coffee in my lap while driving. How’s your day going? 😅,not sarcastic
the absolute worst part of my job is the fact that i have to call people on the phone :|,not sarcastic
@funder Great! Tells the truth even when it’s not pleasant. I love how honest he is and tells the American people everything they need to know.,not sarcastic
I just love falling up the stairs 😑,sarcastic
@FeeyaCruz But you get to see me?!,not sarcastic
Does anyone else have to listen to extremely high energy music in order to work or is that just me?,not sarcastic
Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up,sarcastic
"Not sure if I like the updated font on Twitter yet, but those black and white buttons/icons are not it…",not sarcastic
i wonder if the gates daughters tell people that they aren’t rich,not sarcastic
I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,sarcastic
"2 things I love:
1. Being woken up by construction work an hour before my alarm.
2. Sarcasm.",sarcastic
Trader Joe’s orange chicken is lowkey better than the orange chicken at most Seattle area Chinese restaurants,not sarcastic
Greenwood best youngster in the league btw,not sarcastic
I was only in Taylor Swift’s top 0.10% of listeners on Spotify but last year but yeah totally sound that Swiftogeddan in Glasgow is sold out,sarcastic
Sunset over the Appalachian mountains. https://t.co/hg5EVkOLhY,not sarcastic
That rest stop was so stressful I forgot to pee 😩,not sarcastic
Looking for prom dresses makes me excited for prom😊,not sarcastic
i expected there to be much more spaghetti at this point in my life,not sarcastic
City BBQ has the best chicken sandwich. Change my mind.,not sarcastic
i have till morning to have written 6000 words and all i can do is listen to tiktok sounds!,not sarcastic
@gough_hayden This art is giving me Mario Strikers Charged concept art vibes. This is really nice!,not sarcastic
"I love it when drunk, inconsiderate flatmates come back and start climbing on the roof #istillhaveexams #tryingtosleep",sarcastic
If I were the Red Sox I would simply play the Orioles more,sarcastic
@frigamarrymepls @Reecee_yt I wholeheartedly agree. I really only liked the graphics. Nothing beats Luigi's Mansion 1,not sarcastic
Pironkova: it’s just a game. Serena: I am the game,not sarcastic
i’m going to cut off contact with every single person i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion you’ve ever heard in your pathetic little life,sarcastic
I am so fucking tired of living in the UK.,not sarcastic
Update: they’ve finally closed the campus which means I wasted my day going in and waiting on lectures 🙃 https://t.co/kBTOqNpX3Z,sarcastic
gotta love living in a country where it’s easier to get an AR-15 than it is to get coronavirus testing 😍😝,sarcastic
"My dad just said to me, “Hey, you’re kinda skinny, can you slip behind the fridge to look at something?” and it might be the nicest compliment I’ve ever gotten. So guys, go tell your girl you think she’s kinda skinny🥰",sarcastic
"First night out to the pubs and my appearance has already been picked on and I’m crying, fairs to say I’m gutted x",not sarcastic
alright I’m ready for some march madness🏀🔥,sarcastic
Bbq sauce in alfredo kinda slaps I’m not joking,not sarcastic
I wish i loved my body,not sarcastic
Just caught up with #HolbyCity think I've just about finished crying 😭 @Littlelucyd you were outstanding. You will certainly be missed,not sarcastic
did you know there is a direct correlation with how cool someone is and how high they cuff their pants?,sarcastic
feeling v grateful!!!!,not sarcastic
@AaronBastani @char_gerada Congratulations to you both. A happy life together…..,not sarcastic
Getting real tired of having to refocus my lazy eye just to make my iPhone Face ID work 🥲,not sarcastic
"Prayers go up, blessings come down",not sarcastic
Replace Pelosi #Nancy,not sarcastic
"Another day, another elementary math equation that people are arguing the answer in the comments on my Facebook feed",not sarcastic
Just booked my theory test.... Hahaha finally,not sarcastic
"Being a girl is about garish blue eyeshadow, mostly",not sarcastic
Pharmacy Benefit Managers are the first line of defense against rising drug costs. Unnecessary and burdensome government regulations make it harder for them to save you money. @WiltonSimpson @ChrisSprowls,not sarcastic
climate change is REAL and scary as FUCK. I resent every person financially sound and competent enough to counteract even an inch of humanity’s carbon footprint but disregarding any notion of being eco-friendly. the severity of these natural disasters are not normative.,not sarcastic
"I’m normally trashed when I make my friends deadly drinks, seeing the effects while sober I do not know why they continue to have me make them drinks.",not sarcastic
when i try to bond with my friends' boyfriends i feel like jane goodall,not sarcastic
"@fabulucy @den_jw Well now I am going to have to make my own... https://t.co/1UPUTyqChg
... ""frowned upon by the Scottish church"" - new tinder profile sorted.",not sarcastic
I wanna hurry up and get my 2nd dose of the vaccine😖😖 2 more weeks😢,not sarcastic
Spanish farmers block traffic with tractors to demand fair prices for producers https://t.co/2LzU6m7Yxx,not sarcastic
Too much on my mind 😖,not sarcastic
the hurricane has been completely underwhelming,not sarcastic
Wow it’s almost like we don’t nap every single day at the exact same time wow how dare I try to do the thing we do every single day!,sarcastic
my super power is always biting into the sour cream side of the burrito no matter what,sarcastic
"I think this is growing up...I never watch vh1 or MTV anymore, only hgtv and the food network...oh and of course SVU",not sarcastic
love waking up in a panic 🥴🥴,sarcastic
need a new pfp pls send suggestions,not sarcastic
greatest british act of all time : one direction,not sarcastic
First proper Coffee in 4 months.,not sarcastic
@trpalomo Those boots must be tasty for how much they're choking on 'em 💀,sarcastic
Bran flakes must certifiably be the most boring cereal going,not sarcastic
It’s that time again. Please recommend some good period dramas and comedies.,not sarcastic
Sorry I've not been that active in chat! I have started an actual 9-5 job on top of finishing university! Hope everyone is doing good :D,not sarcastic
@claire_seiler THIS IS AMAZING,not sarcastic
"At the point in my life where my body keeps developing new allergies. My metabolism has slowed, hangovers are no joke anymore, and now I can't eat several of my favorite fruits. Screw wrinkles, this is the reason why people are afraid of getting old",not sarcastic
Someone come play Magic with me,not sarcastic
A day in the life of me: Today I googled “Air Bud quotes” for something work-related,not sarcastic
i’m watching a true crime doc while taylor reads harry potter fanfic this is the life i’ve always wanted,not sarcastic
"what is the benefit of sugar besides making things taste sweet. all i hear is acne, tooth decay and insulin shots 🦧",not sarcastic
Headaches that last all day nonstop🥰😍,sarcastic
i almost forgot to tweet about jason bateman today,not sarcastic
"If you don't eat meat, or just fancy a meatless meal, I'd recommend this, it's delicious. I made it last night and as there are two of us and lots of pie we're having it again tonight. # vegetarian https://t.co/LfUE5kx8CR",not sarcastic
“The more you toot the more you poop” -my 6 yo nephew,not sarcastic
"Okay, well nice of 2020 to bless us with the gift of great sports team names - The Kraken and the Washington Football Team 😂😂😂",not sarcastic
Can't help but feel a bit pissed off with Kane after this. It's fair he wants to leave but he signed a contract. He doesn't get to throw a hissy fit and get a transfer that is financially unjustifiable. It's an unimaginably huge privilege to play football professionally. Turn up.,not sarcastic
i just absentmindedly scooped a spoonful of cat food into my cup of coffee. someone please save me from myself,not sarcastic
"I’ve spent a thousand dollars in four days and the vet has given me an estimate that it will be an additional thousand over the next couple months for treatment 

Your generosity has been so helpful, I appreciate everyone who’s helped however they can!",not sarcastic
"if Covid didn’t happen, I’d have free travel round the country now smh",not sarcastic
Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins. Let leeds score as many goals as they want. #NoToEuropeanSuperLeague,sarcastic
Poor Steve Clifford. Next hire has to be right to get us from A to B.  #Magic,not sarcastic
somebody tell these birds to be quiet because they not listening to me,sarcastic
"Love is so fucking weird.

Love made me want to die a thousand times over in the past, but now love makes me want to re-clean the toilet because I blew it up after she cleaned it.

I've never publicly said this, but my previous encounters with love were ponds, this one is a sea.",not sarcastic
Thank god I just accidentally snapped a rando guy from high school ‘yas queen’ with acne cream all over my face,sarcastic
It’s so cold that I tried to open my banana and it snapped it half,not sarcastic
Thoroughly enjoyed my first TeachMeet! Would definitely recommend it. It's like a teacher version of #TEDTalks @TeachMeetLeics,not sarcastic
took my dog to the vet today because i thought she had ringworm..turns out she was bit by a GNAT lmfao i am a drama queen,not sarcastic
Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,sarcastic
I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,sarcastic
Cicadas are fucking ugly and I’ve had the misfortune of seeing one at eye level two times this summer,not sarcastic
why is butter so extraordinary,not sarcastic
"today im grateful for: 
•old friends
   + their moms
•kittens
•shakira",not sarcastic
"Well, I had hoped the election would be called in time for my quarter-century birthday two days ago, but I’ll accept this belated present from my fellow Americans. #BidenHarris2020 #election",not sarcastic
hey.................jus wonderin if u might wanna get some coffee w me sometime n defund the police together.. lmk,not sarcastic
"Surely if all Opticians boycotted contact lens manufacturers until they stopped supplying dodgy online stores, we'd end up with fewer parasitic sites that don't require a fit, aftercares or even a valid eye test.",not sarcastic
I only watch youtubers that apologize when they mention their video sponsor,not sarcastic
#lateishshow abz from five https://t.co/Twio2C9XfW,not sarcastic
"as a poly dude, this ""boyfriends"" comic is really fucking adorable i dont trust no bitches who say its ""fetishy"" or ""not good representation"" i love them id die 4 them",not sarcastic
SUNS TO THE FINALS LET'S GO #RallyTheValley,not sarcastic
"I just cleaned up my following list. If you feel I've unfollowed you in error, let me know. Friends and family whose Tweep names I didn't recognize, fellow writers with whom I've interacted once or twice or more, tweeple who just can't live without me. Y'all lemme hear from you.",not sarcastic
How is it possible that Sly Stallone’s ‘Cobra’ is both the best and the worst movie ever made?,sarcastic
"Me: You know, for someone with chronic anxiety I think I'm dealing with this pandemic quite well.

Also me: Wow, I forgot how good a freshly shaved undercut feels!",sarcastic
My life is complete. Just had the best peanut butter and toffee cupcake ever 😍,not sarcastic
quicksand is not as big of a problem in my adult life as I thought it would be,not sarcastic
"Maxwell, Arthur’s middle name is Grandpa’s name. So he has a piece of two very important people of Mikeys family. Grandpa is a incredible guy and this was probably the only thing at this point that we could give him to make him feel appreciated and loved. Grandpa loves his name.",not sarcastic
@TSM_Leffen I mean Japan was the favorite https://t.co/0H6FXmjzF5,not sarcastic
"The Drake and Josh theme song, “I Found a Way”, is the best Nickelodeon TV theme song and that is a fact",not sarcastic
#HappyBirthdayKeanuReeves Keanu Reeves is so wholesome ☺️,sarcastic
"Don’t worry, 20 something people who follow me here, I brushed my hair for the first time in a week today. I know, impressive.",sarcastic
"""I can't wait to be a piece of shit with a bachelors degree""",sarcastic
"ok i can’t take this anymore, i’m gonna sit my ass down and watch this film, if it’s shit i stg i’m suing the internet for lying to me",not sarcastic
@McquaideNancy @BostonGlobe @GlobeOpinion Accountability includes appropriate consequences,not sarcastic
"And if you’re not going to vaccinate yourself, stay home, wear a mask when you go out, etc. Know that not being vaccinated means you have a moral responsibility to do your best to not spread this disease.",not sarcastic
"It’s my last full week of working from home 😣
Now it’s almost here, I don’t think I’m ready to go back to the office",not sarcastic
Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,sarcastic
"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one",sarcastic
"Yay - snow day, I can work from home - oh wait....",sarcastic
"@BuzzPatterson I think in part we're misreading some of these antics.  He's a supremely narcissistic Pol, and as such he feels he can do just about anything, and act just about any way he likes.  He's tone deaf, and it's not a new habit!",not sarcastic
Idk how to explain it but watching snap videos takes energy,not sarcastic
@kevinabstract ye,not sarcastic
My tolerance for heat is near zero. Sweating putting washing out 🥵,not sarcastic
“there is no greater joy than to have an endlessly changing horizon”,not sarcastic
I still can’t believe England won the World Cup,sarcastic
"I claimed spy. Was I?
I was a spy the whole time. 
And I never lied.",not sarcastic
My boyfriends 4 year old son now likes Beyoncé. #myjobisdonehere,not sarcastic
"I wanted to be so much harsher about Zoom meetings.

https://t.co/fR3GcEjvOV",not sarcastic
"i’ve never been a runner/very fast at all, and it’s been a year or two since i’ve been in what i would consider good shape, but i decided to work on that this summer. since the beginning of June i’ve gone from running an 18:29 mile to running a 14:06 mile, and i am so proud",not sarcastic
10 years today since I left school. I’m in shock 😳,not sarcastic
"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",sarcastic
It makes me sad to think that I'll graduate from high school and never see any of my friends ever again,not sarcastic
Being able to open all of the windows today because it’s warm makes me so 🥺🥺🥺,not sarcastic
@BellularGaming Blizzard will have to make sure it doesn't exceed the recommended fun level of 10%.,sarcastic
"Wishing you all the luck today @britneyspears - we are all ROOTING for you, for change and for your freedom. All the love 💚☘️ #FreeBritney",not sarcastic
i hope my 6th grade english teacher knows he inspired my first tattoo :) there's no reason he would know that but i hope he just feels it in his bones,not sarcastic
"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",sarcastic
I can’t wait to hear more about the life of an upper middle class East Asian American whose only personality trait is drinking boba tea https://t.co/SapbXLd0r2,sarcastic
Leaving this assignment to the last minute was probably not a smart move #w100,not sarcastic
When your walking and eating hot Cheetos at the same time and you get your move goal on your watch. That’s the definition of balance,not sarcastic
I love health insurance so much fun paying $100’s a month and then $100’s for basic medical services that somehow aren’t covered. #America,sarcastic
Jaegermeister did 9/11,sarcastic
I heard somebody unironically say Daddy God in a prayer today and akslfljsd why are Christians so cringey sometimes 😭,not sarcastic
"Yep, the only reason I've stayed with 3 since Ovivo disappeared was the everywhere contract. If and when this reaches me then I'm offski. @ThreeUK https://t.co/Ob0ky1u2Rr",not sarcastic
"i love dolly parton. that’s all i have to say today, thanks.",not sarcastic
this is going to be the longest and shortest 20 days of my life.,not sarcastic
@tedcruz @Dream worst timeline,sarcastic
"sorry to the proctor for my chem exam last week that saw me cry for 20 mins. don’t worry, I changed my major 🤟🏼😬",not sarcastic
Today my pop-pop told me I was not “forced” to go to college 🙃 okay sure sureeee,sarcastic
#europeansuperleague boycott it! Cancel any subscriptions and make a stand together. Don't just moan about it and do nothing!,not sarcastic
my short term memory has gotten so shit lately but the silver lining is that every time i listen to my playlists i’ve had for months i still get that listening to a good song for the first time feeling,not sarcastic
life changing https://t.co/FHqiT5xedG,not sarcastic
if anyone sees me listening to tavern music or sea shanties on Spotify no you didn’t,not sarcastic
Here for the #gbbo and #masterchef tweets only,not sarcastic
Man I just love it when I'm forced to pitch two games back to back bc our other pitcher didn't show up,sarcastic
"When I feel like shit I like to go on wish, add a load of crap to my basket and then delete the app without buying any of it. Satisfies my need for shopping but doesn’t contribute to fast fashion.",not sarcastic
"Uh oh, what if after Trump recovers and tells everyone it wasn't a big deal all of his supporters will stop taking this seriously??",not sarcastic
Today was already weird and then my grandma added me on Snapchat ???,not sarcastic
i’m a sick. sick man..,not sarcastic
Does anyone have a PDF of excerpts from ch. 2 of Mill's On Liberty? I want to assign a chunk of the argument for free expression without asking my students to read the whole chapter.,not sarcastic
"attack on Titan I’m not ok

Saw a few leaks on purpose bc I like to torture myself and I’ll wait to read the whole chapter tomorrow but oh my god oh my god I’m hurting",not sarcastic
i got so much done at work today we are all proud of me today ok?? ok???,not sarcastic
"My brain: ok you have 3 things to do 

My anxiety: ok you have 30 things to do",not sarcastic
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,sarcastic
"A president who acknowledges the existence of systemic racism, climate change, trans lives, science - this gives me hope.",not sarcastic
i just sewed through my finger and my brain is just like ' how annoying is it that i just broke another needle and i'm going to have to buy some more' instead of OW I have 2 holes in my finger. can i swap brains,not sarcastic
"All I needed was some Lady Gaga and some Nicki on there and I think I could just use my Spotify Wrapped as a coming out post 💅
(Also was in the top 0.5% of Conan Gray’s fans, not to flex) https://t.co/tpREOJgevj",not sarcastic
new EP out in 15 minutes 😯,not sarcastic
I’m in Canada so like Happy 4rth?,sarcastic
love when the train stops in philly and everybody boards and of a sudden it smells like a ham sandwich,sarcastic
U know when u leave a banana peel in your hot car and then it smells like a banana Laffy Taffy but also pretty disgusting?,not sarcastic
Honestly I just want someone to love me enough to bring me Grits and a Twix at 2:30am👀🙏,not sarcastic
wow. i left on time today and the airport connector is all the way backed up. love that,sarcastic
"@kirstiealley You're swallowing Trump's rhetoric without proof. There is ZERO evidence of anything illegal happening. You're blindly following and gullible for believing.

Proof is always needed. And the burden of proof is on the accuser.

Disappointed to see what you really are.",not sarcastic
Cast member: “I wish I was in the musical before this year. I’ve never done anything at school before and now I feel more confident and I think I want to do a spring sport now too.” THIS. This is why I love directing HS theatre. It’s about so much more than performing. ❤️,not sarcastic
"The Drew Barrymore Show is an absolute trainwreck. Like The Tony Danza Show, every two minutes is a clip for The Soup.",sarcastic
So now that thats over how’s your day going guys?,not sarcastic
"when i die
show no pity
bury my body in party city",not sarcastic
"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam",sarcastic
"@beesmygod_ the people who are going ""yeah well The Assault Man said he didn't assault her so she's a liar"" are making ME crazier just from exposure",not sarcastic
Football is a rollercoaster. And all those losses and heartbreaks are all worth it for nights like this. #AVFC #AVLARS,not sarcastic
Passed my theory,not sarcastic
"I’ve said it before and I’ll say it again, go stream inbirdsong because it’s the best song ever made.",not sarcastic
